Name;Details;Conditions;current_price;old_price;Release Date;Camera;Selfie;Screen Size;Resolution;SIM Card;Sensors;Network;Height;Width;Depth;Weight
C55;128 GB - 6 GB - Rainforest;Condition: New;Rp 2,450,000;Rp 2,499,000;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
C55;128 GB - 6 GB - Rainforest;Condition: New;Rp 2,450,000;Rp 2,499,000;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
C55;128 GB - 6 GB - Rainforest;Condition: New;Rp 2,450,000;Rp 2,499,000;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
C55;128 GB - 6 GB - Rainforest;Condition: New;Rp 2,450,000;Rp 2,499,000;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
C55;256 GB - 8 GB - Sun Shower;Condition: New;Rp 2,450,000;Rp 2,899,000;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Fair;Rp 2,450,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Y36;256 GB - 8 GB - Meteor Black;Condition: Good;Rp 2,450,000;Rp 3,399,000;May 2023;50 MP (wide), 2 MP (depth), 2 MP (macro);16 MP (wide);6.64 inches, 106.8 cm2;1080 x 2388 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, gyro, compass;GSM / HSPA / LTE;;;;202 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Very Good;Rp 2,450,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
iPhone 8;64 GB - Space Gray;Condition: Very Good;Rp 2,580,000;Rp 8,499,000;2017;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;138.4 mm;67.3 mm;7.3 mm;148 g
iPhone 7 Plus;256 GB - Jet Black;Condition: Fair;Rp 2,640,000;Rp 12,399,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;256 GB - Gold;Condition: Fair;Rp 2,640,000;Rp 12,399,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;128 GB - Jet Black;Condition: Fair;Rp 2,640,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;256 GB - Black;Condition: Fair;Rp 2,640,000;Rp 12,399,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;128 GB - Rose Gold;Condition: Fair;Rp 2,640,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;128 GB - Black;Condition: Fair;Rp 2,640,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;128 GB - Gold;Condition: Fair;Rp 2,640,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 8 Plus;64 GB - Space Gray;Condition: Fair;Rp 2,640,000;Rp 10,499,000;2017;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;158.4 mm;78.1 mm;7.5 mm;202 g
V25e;128 GB - 8 GB - Sunrise Gold;Condition: Fair;Rp 2,660,000;Rp 4,400,000;august 2022;64MP + 2MP + 2MP;32MP;6.44 inches;1080 x 2404 pixels;Hybrid Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE;;;;183 g
Galaxy A80;128 GB - Angel Gold;Condition: Fair;Rp 2,660,000;Rp 9,499,000;2019;;;6.7 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE;165.2 mm;76.5 mm;9.3 mm;220 g
Reno8 T 5G;256 GB - 8 GB - Midnight Black;Condition: Fair;Rp 2,660,000;Rp 6,199,000;2023;108 MP (wide), 2 MP (microscope), 2 MP (depth);32 MP (wide);6.7 inches;1080 x 2412 pixels;Hybrid Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE / 5G;162.3 mm;74.3 mm;7.7 mm;171 g
iPhone 7 Plus;128 GB - Black;Condition: Good;Rp 2,720,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 7 Plus;128 GB - Gold;Condition: Good;Rp 2,720,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
Galaxy A80;128 GB - Angel Gold;Condition: Fair;Rp 2,770,000;Rp 9,499,000;2019;;;6.7 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE;165.2 mm;76.5 mm;9.3 mm;220 g
iPhone 8 Plus;64 GB - Space Gray;Condition: Good;Rp 2,850,000;Rp 10,499,000;2017;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;158.4 mm;78.1 mm;7.5 mm;202 g
Galaxy A33 5G;128 GB - 8 GB - Blue;Condition: Fair;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Very Good;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Fair;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Mint;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Mint;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Black;Condition: Mint;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Galaxy A33 5G;128 GB - 8 GB - Blue;Condition: Mint;Rp 2,880,000;Rp 4,799,000;2022;;;6.4 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.7 mm;74 mm;8.1 mm;186 g
Y36;256 GB - 8 GB - Aqua Glitter;Condition: Good;Rp 2,930,000;Rp 3,399,000;May 2023;50 MP (wide), 2 MP (depth), 2 MP (macro);16 MP (wide);6.64 inches, 106.8 cm2;1080 x 2388 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, gyro, compass;GSM / HSPA / LTE;;;;202 g
Y36;256 GB - 8 GB - Meteor Black;Condition: Good;Rp 2,930,000;Rp 3,399,000;May 2023;50 MP (wide), 2 MP (depth), 2 MP (macro);16 MP (wide);6.64 inches, 106.8 cm2;1080 x 2388 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, gyro, compass;GSM / HSPA / LTE;;;;202 g
Poco M4 Pro;128 GB - 6 GB - POCO Yellow;Condition: New;Rp 2,980,000;Rp 3,000,000;march, 2022;64 MP (wide) + 8 MP (ultra wide) + 2 MP (macro);16 MP (wide);6.43 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE;;;;179.5 g
C55;256 GB - 8 GB - Rainy Night;Condition: New;Rp 2,980,000;;2023;;;6.72 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, proximity, compass;GSM / HSPA / LTE;165.6 mm;75.9 mm;7.9 mm;186 g
Galaxy A52s 5G;128 GB - 8 GB - Awesome Black;Condition: Good;Rp 2,980,000;Rp 5,499,000;2021;;;6.5 inches;1080 x 2400 pixels;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;;159.9 mm;75.1 mm;8.4 mm;189 g
Galaxy A53 5G;128 GB - 8 GB - Blue;Condition: Fair;Rp 2,980,000;Rp 5,799,000;2022, March 17;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass, barometer Virtual proximity sensing;GSM / HSPA / LTE/ 5G;159.6 mm;74.8 mm;8.1 mm;189 g
Galaxy A53 5G;128 GB - 8 GB - Black;Condition: Fair;Rp 3,090,000;Rp 5,799,000;2022, March 17;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass, barometer Virtual proximity sensing;GSM / HSPA / LTE/ 5G;159.6 mm;74.8 mm;8.1 mm;189 g
Galaxy S20 FE;128 GB - 8 GB - Cloud Orange;Condition: Very Good;Rp 3,090,000;Rp 6,999,000;2020;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass;GSM / CDMA / HSPA / EVDO / LTE;159.8 mm;74.5 mm;8.4 mm;190 g
iPhone X;64 GB - Silver;Condition: Good;Rp 3,160,000;Rp 14,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone 7 Plus;128 GB - Black;Condition: Fair;Rp 3,270,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone 8;64 GB - Space Gray;Condition: Fair;Rp 3,270,000;Rp 8,499,000;2017;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;138.4 mm;67.3 mm;7.3 mm;148 g
iPhone 8;64 GB - Space Gray;Condition: Fair;Rp 3,270,000;Rp 8,499,000;2017;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;138.4 mm;67.3 mm;7.3 mm;148 g
Galaxy A53 5G;128 GB - 8 GB - Blue;Condition: Good;Rp 3,300,000;Rp 5,799,000;2022, March 17;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass, barometer Virtual proximity sensing;GSM / HSPA / LTE/ 5G;159.6 mm;74.8 mm;8.1 mm;189 g
Galaxy A53 5G;128 GB - 8 GB - Blue;Condition: Good;Rp 3,300,000;Rp 5,799,000;2022, March 17;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass, barometer Virtual proximity sensing;GSM / HSPA / LTE/ 5G;159.6 mm;74.8 mm;8.1 mm;189 g
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,370,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,370,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Space Gray;Condition: Fair;Rp 3,370,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,370,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
Mi 10T 5G;128 GB - 8 GB - Lunar Silver;Condition: Very Good;Rp 3,410,000;Rp 6,500,000;2020;64 MP (wide), 13 MP (ultrawide), 5 MP (macro);20 MP;6.67 inches;1080 x 2400 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer;GSM/HSPA/LTE/5G;165.1 mm;76.4 mm;9.3 mm;216 g
Galaxy A53 5G;128 GB - 8 GB - Black;Condition: Good;Rp 3,410,000;Rp 5,799,000;2022, March 17;;;6.5 inches;1080 x 2400 pixels;Nano-SIM;Fingerprint (under display, optical), accelerometer, gyro, compass, barometer Virtual proximity sensing;GSM / HSPA / LTE/ 5G;159.6 mm;74.8 mm;8.1 mm;189 g
Galaxy A34 5G;256 GB - 8 GB - Awesome Graphite;Condition: Good;Rp 3,410,000;Rp 5,399,900;march, 2023;48.0 MP + 8.0 MP + 5.0 MP;13.0 MP;6.6 inches, 105.2 cm2 (~83.5% screen-to-body ratio);1080 x 2400 pixels, 20;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, compass;GSM / HSPA / LTE / 5G;;;;199 g (7.02 oz)
iPhone X;64 GB - Space Gray;Condition: Good;Rp 3,430,000;Rp 14,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,480,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone 7 Plus;128 GB - Black;Condition: Good;Rp 3,480,000;Rp 9,699,000;2016;Dual 12MP camera;7MP;139.7 mm (diagonal);1920x1080;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;158.2 mm;77.9 mm;7.3 mm;188 g
iPhone XR;64 GB - Coral;Condition: Fair;Rp 3,480,000;Rp 10,999,000;2018;12MP camera;7MP;165.1 mm (diagonal);1792x828;Nano-SIM & eSIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;150.9 mm;75.7 mm;8.3 mm;194 g
iPhone X;256 GB - Space Gray;Condition: Good;Rp 3,480,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone XR;64 GB - Yellow;Condition: Good;Rp 3,480,000;Rp 10,999,000;2018;12MP camera;7MP;165.1 mm (diagonal);1792x828;Nano-SIM & eSIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;150.9 mm;75.7 mm;8.3 mm;194 g
Galaxy A34 5G;256 GB - 8 GB - Awesome Graphite;Condition: Good;Rp 3,520,000;Rp 5,399,900;march, 2023;48.0 MP + 8.0 MP + 5.0 MP;13.0 MP;6.6 inches, 105.2 cm2 (~83.5% screen-to-body ratio);1080 x 2400 pixels, 20;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, compass;GSM / HSPA / LTE / 5G;;;;199 g (7.02 oz)
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,690,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Silver;Condition: Fair;Rp 3,690,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone 8;64 GB - Gold;Condition: Fair;Rp 3,690,000;Rp 8,499,000;2017;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;138.4 mm;67.3 mm;7.3 mm;148 g
iPhone X;256 GB - Space Gray;Condition: Fair;Rp 3,690,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone XR;64 GB - Coral;Condition: Fair;Rp 3,690,000;Rp 10,999,000;2018;12MP camera;7MP;165.1 mm (diagonal);1792x828;Nano-SIM & eSIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;150.9 mm;75.7 mm;8.3 mm;194 g
iPhone X;256 GB - Space Gray;Condition: Fair;Rp 3,690,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;64 GB - Silver;Condition: Fair;Rp 3,690,000;Rp 14,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone XR;64 GB - Red;Condition: Fair;Rp 3,690,000;Rp 10,999,000;2018;12MP camera;7MP;165.1 mm (diagonal);1792x828;Nano-SIM & eSIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;150.9 mm;75.7 mm;8.3 mm;194 g
iPhone SE (2nd generation);64 GB - White;Condition: Good;Rp 3,690,000;Rp 7,500,000;2020;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM & eSIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/LTE/HSPA/EVDO;138.4 mm;67.3 mm;7.3 mm;148 g
iPhone SE (2nd generation);64 GB - Red;Condition: Very Good;Rp 3,690,000;Rp 7,500,000;2020;12MP camera;7MP;119.38 mm (diagonal);1334x750;Nano-SIM & eSIM;Touch ID fingerprint sensor, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/LTE/HSPA/EVDO;138.4 mm;67.3 mm;7.3 mm;148 g
ROG Phone 3;128 GB - 8 GB - Black Glare;Condition: Fair;Rp 3,730,000;Rp 9,500,000;2020;64 MP (wide), 13 MP (ultrawide), 5 MP (macro);24 MP (wide);6.59 inches;1080 x 2340 pixels;Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;;171 mm;78 mm;9.9 mm;240 g
iPhone XR;64 GB - White;Condition: Good;Rp 3,790,000;Rp 10,999,000;2018;12MP camera;7MP;165.1 mm (diagonal);1792x828;Nano-SIM & eSIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/CDMA/HSPA/EVDO/LTE;150.9 mm;75.7 mm;8.3 mm;194 g
iPhone X;64 GB - Silver;Condition: Fair;Rp 3,810,000;Rp 14,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
Galaxy S10;128 GB - 8 GB - Prism White;Condition: Good;Rp 3,830,000;Rp 12,999,000;March 2019;;;6.1;1440 x 3040;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2;GSM / CDMA / HSPA / EVDO / LTE;149.9;70.4;7.8;157 g
Galaxy Note 10 Lite;128 GB - 8 GB - Aura Glow;Condition: Good;Rp 3,830,000;Rp 8,499,000;January 2020;;;6.7 inches;1080 x 2400;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;GSM / HSPA / LTE;163.7;76.1;8.7;199
iPhone X;256 GB - Space Gray;Condition: Good;Rp 3,950,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Space Gray;Condition: Good;Rp 3,950,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
iPhone X;256 GB - Silver;Condition: Good;Rp 3,950,000;Rp 17,999,000;2017;Dual 12MP camera;7MP;147.32 mm (diagonal);2436x1125;Nano-SIM;Face ID, Barometer, Three-axis gyro, Accelerometer, Proximity sensor, Ambient light sensor, Siri natural language commands and dictation;GSM/HSPA/LTE;143.6 mm;70.9 mm;7.7 mm;174 g
